Num,Exponent,Time
Num,Exponent,Time
Num,Exponent,Time
Num,Exponent,Time
Num,Exponent,Time
Num,Exponent,Time
Num,Exponent,Time
Num,Exponent,Time
0,2,0.22171561699906306
1,3,0.04102905999934592
2,5,0.04172791900055017
3,7,0.04329833700103336
4,13,0.05569585300145263
5,17,0.055024569999659434
6,19,0.06031911299942294
7,31,0.06692230200133054
51,2,0.3121448470010364
52,3,0.13886582200029807
53,5,0.13568146000034176
54,7,0.13782924599945545
55,13,0.1409935409992613
56,17,0.14550563800003147
57,19,0.1449260259996663
60,89,0.41621466200012947
102,2,0.2825941139999486
103,3,0.13916644299933978
104,5,0.1381211899988557
105,7,0.13906550899991998
106,13,0.14373379099924932
107,17,0.14438624899958086
108,19,0.14690158899975359
111,89,0.3433903859986458
1,3,0.4257851490001485
2,5,0.03746785700059263
3,7,0.03694899699985399
4,13,0.04189821299951291
5,17,0.04445696899892937
6,19,0.045754959999612765
7,31,0.05680945199856069
0,2,0.25461515899951337
1,3,0.03588285700061533
2,5,0.03777717799857783
3,7,0.039219387999764876
4,13,0.044939536001038505
5,17,0.050463216999560245
6,19,0.05061254100110091
7,31,0.06109625700082688
1,3,0.4293756349998148
2,5,0.035691601000507944
3,7,0.036683377000372275
4,13,0.04218059800041374
5,17,0.045995324000614346
6,19,0.04783263799981796
7,31,0.05886501100030728
